graph_nr,demo,_metric_value,save_name,metric_name
0.0,gender,1.1539409625932089,local_gpt-4.1-mini_n5_culture_japan,same_ratio
0.0,age,1.4032073310423825,local_gpt-4.1-mini_n5_culture_japan,same_ratio
0.0,race/ethnicity,1.262771392081737,local_gpt-4.1-mini_n5_culture_japan,same_ratio
0.0,religion,1.5268874643874641,local_gpt-4.1-mini_n5_culture_japan,same_ratio
0.0,political affiliation,2.038269550748752,local_gpt-4.1-mini_n5_culture_japan,same_ratio
0.0,gender,0.85173314339981,local_gpt-4.1-mini_n5_culture_japan,cross_ratio
0.0,age,0.7375656094131771,local_gpt-4.1-mini_n5_culture_japan,cross_ratio
0.0,race/ethnicity,0.7637094458799885,local_gpt-4.1-mini_n5_culture_japan,cross_ratio
0.0,religion,0.7290665201666438,local_gpt-4.1-mini_n5_culture_japan,cross_ratio
0.0,political affiliation,0.0,local_gpt-4.1-mini_n5_culture_japan,cross_ratio
1.0,gender,1.1210482529118138,local_gpt-4.1-mini_n5_culture_japan,same_ratio
1.0,age,1.2278064146620848,local_gpt-4.1-mini_n5_culture_japan,same_ratio
1.0,race/ethnicity,1.3464439655172413,local_gpt-4.1-mini_n5_culture_japan,same_ratio
1.0,religion,1.3741987179487178,local_gpt-4.1-mini_n5_culture_japan,same_ratio
1.0,political affiliation,2.038269550748752,local_gpt-4.1-mini_n5_culture_japan,same_ratio
1.0,gender,0.8834134615384616,local_gpt-4.1-mini_n5_culture_japan,cross_ratio
1.0,age,0.858062251059374,local_gpt-4.1-mini_n5_culture_japan,cross_ratio
1.0,race/ethnicity,0.688468992248062,local_gpt-4.1-mini_n5_culture_japan,cross_ratio
1.0,religion,0.80758137618459,local_gpt-4.1-mini_n5_culture_japan,cross_ratio
1.0,political affiliation,0.0,local_gpt-4.1-mini_n5_culture_japan,cross_ratio
