graph_nr,demo,_metric_value,save_name,metric_name
0.0,gender,1.1693230580611262,sequential_gpt-4.1_n5_culture_us_lang_spanish,same_ratio
0.0,age,1.4179779345270394,sequential_gpt-4.1_n5_culture_us_lang_spanish,same_ratio
0.0,race/ethnicity,1.3784029038112522,sequential_gpt-4.1_n5_culture_us_lang_spanish,same_ratio
0.0,religion,1.611842105263158,sequential_gpt-4.1_n5_culture_us_lang_spanish,same_ratio
0.0,political affiliation,2.038269550748752,sequential_gpt-4.1_n5_culture_us_lang_spanish,same_ratio
0.0,gender,0.8369180161943319,sequential_gpt-4.1_n5_culture_us_lang_spanish,cross_ratio
0.0,age,0.7505303951579133,sequential_gpt-4.1_n5_culture_us_lang_spanish,cross_ratio
0.0,race/ethnicity,0.6597307221542228,sequential_gpt-4.1_n5_culture_us_lang_spanish,cross_ratio
0.0,religion,0.6853815626829745,sequential_gpt-4.1_n5_culture_us_lang_spanish,cross_ratio
0.0,political affiliation,0.0,sequential_gpt-4.1_n5_culture_us_lang_spanish,cross_ratio
1.0,gender,1.1772763784497102,sequential_gpt-4.1_n5_culture_us_lang_spanish,same_ratio
1.0,age,1.3790141011968242,sequential_gpt-4.1_n5_culture_us_lang_spanish,same_ratio
1.0,race/ethnicity,1.4839105231866825,sequential_gpt-4.1_n5_culture_us_lang_spanish,same_ratio
1.0,religion,1.2819649370026525,sequential_gpt-4.1_n5_culture_us_lang_spanish,same_ratio
1.0,political affiliation,2.038269550748752,sequential_gpt-4.1_n5_culture_us_lang_spanish,same_ratio
1.0,gender,0.8292578470380195,sequential_gpt-4.1_n5_culture_us_lang_spanish,cross_ratio
1.0,age,0.8719934772198763,sequential_gpt-4.1_n5_culture_us_lang_spanish,cross_ratio
1.0,race/ethnicity,0.5648556535685646,sequential_gpt-4.1_n5_culture_us_lang_spanish,cross_ratio
1.0,religion,0.8550093772643963,sequential_gpt-4.1_n5_culture_us_lang_spanish,cross_ratio
1.0,political affiliation,0.0,sequential_gpt-4.1_n5_culture_us_lang_spanish,cross_ratio
