graph_nr,demo,_metric_value,save_name,metric_name
0.0,gender,1.1506360367130053,sequential_gpt-4.1-mini_n5_culture_brazil,same_ratio
0.0,age,1.3579425784281123,sequential_gpt-4.1-mini_n5_culture_brazil,same_ratio
0.0,race/ethnicity,1.328559510567297,sequential_gpt-4.1-mini_n5_culture_brazil,same_ratio
0.0,religion,1.3773650744416872,sequential_gpt-4.1-mini_n5_culture_brazil,same_ratio
0.0,political affiliation,2.038269550748752,sequential_gpt-4.1-mini_n5_culture_brazil,same_ratio
0.0,gender,0.854916253101737,sequential_gpt-4.1-mini_n5_culture_brazil,cross_ratio
0.0,age,0.7662841145534908,sequential_gpt-4.1-mini_n5_culture_brazil,cross_ratio
0.0,race/ethnicity,0.7045511377844461,sequential_gpt-4.1-mini_n5_culture_brazil,cross_ratio
0.0,religion,0.8059531879261532,sequential_gpt-4.1-mini_n5_culture_brazil,cross_ratio
0.0,political affiliation,0.0,sequential_gpt-4.1-mini_n5_culture_brazil,cross_ratio
1.0,gender,1.205237647399262,sequential_gpt-4.1-mini_n5_culture_brazil,same_ratio
1.0,age,1.2994920065740325,sequential_gpt-4.1-mini_n5_culture_brazil,same_ratio
1.0,race/ethnicity,1.3774362818590704,sequential_gpt-4.1-mini_n5_culture_brazil,same_ratio
1.0,religion,1.2419000836120402,sequential_gpt-4.1-mini_n5_culture_brazil,same_ratio
1.0,political affiliation,2.038269550748752,sequential_gpt-4.1-mini_n5_culture_brazil,same_ratio
1.0,gender,0.8023272017837235,sequential_gpt-4.1-mini_n5_culture_brazil,cross_ratio
1.0,age,0.8251595921894606,sequential_gpt-4.1-mini_n5_culture_brazil,cross_ratio
1.0,race/ethnicity,0.6605999325918436,sequential_gpt-4.1-mini_n5_culture_brazil,cross_ratio
1.0,religion,0.8756113290697048,sequential_gpt-4.1-mini_n5_culture_brazil,cross_ratio
1.0,political affiliation,0.0,sequential_gpt-4.1-mini_n5_culture_brazil,cross_ratio
