graph_nr,demo,_metric_value,save_name,metric_name
0.0,gender,1.162004136408167,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,same_ratio
0.0,age,0.9835565404502682,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,same_ratio
0.0,race/ethnicity,1.095512407347728,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,same_ratio
0.0,religion,1.0045044033069732,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,same_ratio
0.0,political affiliation,1.2001026326838447,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,same_ratio
0.0,gender,0.8439671699017494,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,cross_ratio
0.0,age,0.9602960823174036,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,cross_ratio
0.0,race/ethnicity,0.9141128740128958,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,cross_ratio
0.0,religion,0.9976837678915934,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,cross_ratio
0.0,political affiliation,0.8072729451234124,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,cross_ratio
1.0,gender,1.1534393581756504,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,same_ratio
1.0,age,1.2563600522123657,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,same_ratio
1.0,race/ethnicity,1.1460839347767975,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,same_ratio
1.0,religion,0.8331935748360166,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,same_ratio
1.0,political affiliation,1.1139380102929226,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,same_ratio
1.0,gender,0.8522162591930034,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,cross_ratio
1.0,age,0.920450177281116,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,cross_ratio
1.0,race/ethnicity,0.8686377020611742,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,cross_ratio
1.0,religion,1.0857743793179444,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,cross_ratio
1.0,political affiliation,0.8902616279069767,sequential_gpt-4.1-nano_n5_culture_us_lang_hindi,cross_ratio
