graph_nr,demo,_metric_value,save_name,metric_name
0.0,gender,1.1492370871242963,local_gpt-4.1_n5_culture_india,same_ratio
0.0,age,1.522629231556628,local_gpt-4.1_n5_culture_india,same_ratio
0.0,race/ethnicity,1.303191489361702,local_gpt-4.1_n5_culture_india,same_ratio
0.0,religion,1.5976626432078558,local_gpt-4.1_n5_culture_india,same_ratio
0.0,political affiliation,2.038269550748752,local_gpt-4.1_n5_culture_india,same_ratio
0.0,gender,0.8562636388434262,local_gpt-4.1_n5_culture_india,cross_ratio
0.0,age,0.6965327225809513,local_gpt-4.1_n5_culture_india,cross_ratio
0.0,race/ethnicity,0.727362691736764,local_gpt-4.1_n5_culture_india,cross_ratio
0.0,religion,0.692672855903006,local_gpt-4.1_n5_culture_india,cross_ratio
0.0,political affiliation,0.0,local_gpt-4.1_n5_culture_india,cross_ratio
1.0,gender,1.1583117711303481,local_gpt-4.1_n5_culture_india,same_ratio
1.0,age,1.5206564028036393,local_gpt-4.1_n5_culture_india,same_ratio
1.0,race/ethnicity,1.3956402855840802,local_gpt-4.1_n5_culture_india,same_ratio
1.0,religion,1.2583128600474414,local_gpt-4.1_n5_culture_india,same_ratio
1.0,political affiliation,2.038269550748752,local_gpt-4.1_n5_culture_india,same_ratio
1.0,gender,0.8475234383824692,local_gpt-4.1_n5_culture_india,cross_ratio
1.0,age,0.7687296450641095,local_gpt-4.1_n5_culture_india,cross_ratio
1.0,race/ethnicity,0.6442304408701295,local_gpt-4.1_n5_culture_india,cross_ratio
1.0,religion,0.8671716319162723,local_gpt-4.1_n5_culture_india,cross_ratio
1.0,political affiliation,0.0,local_gpt-4.1_n5_culture_india,cross_ratio
