graph_nr,metric_name,_metric_value,save_name,node
0.0,density,0.17061224489795918,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
0.0,avg_clustering_coef,0.4397820995633204,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
0.0,prop_nodes_lcc,1.0,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
0.0,radius,0.5112444372706629,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
0.0,diameter,1.0224888745413259,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
0.0,avg_shortest_path,0.5454665138879644,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
0.0,modularity,0.22253382477507386,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
1.0,density,0.20979591836734693,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
1.0,avg_clustering_coef,0.40417947730915826,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
1.0,prop_nodes_lcc,1.0,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
1.0,radius,0.5112444372706629,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
1.0,diameter,1.0224888745413259,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
1.0,avg_shortest_path,0.5006022061274776,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
1.0,modularity,0.16470347772108587,sequential_gpt-4.1-nano_n5_culture_us_lang_english,
0.0,degree_centrality,0.24489795918367346,sequential_gpt-4.1-nano_n5_culture_us_lang_english,28
0.0,degree_centrality,0.12244897959183673,sequential_gpt-4.1-nano_n5_culture_us_lang_english,4
0.0,degree_centrality,0.22448979591836732,sequential_gpt-4.1-nano_n5_culture_us_lang_english,32
0.0,degree_centrality,0.36734693877551017,sequential_gpt-4.1-nano_n5_culture_us_lang_english,42
0.0,degree_centrality,0.4693877551020408,sequential_gpt-4.1-nano_n5_culture_us_lang_english,37
0.0,degree_centrality,0.6122448979591836,sequential_gpt-4.1-nano_n5_culture_us_lang_english,11
0.0,degree_centrality,0.3877551020408163,sequential_gpt-4.1-nano_n5_culture_us_lang_english,16
0.0,degree_centrality,0.24489795918367346,sequential_gpt-4.1-nano_n5_culture_us_lang_english,48
0.0,degree_centrality,0.16326530612244897,sequential_gpt-4.1-nano_n5_culture_us_lang_english,6
0.0,degree_centrality,0.22448979591836732,sequential_gpt-4.1-nano_n5_culture_us_lang_english,36
0.0,degree_centrality,0.42857142857142855,sequential_gpt-4.1-nano_n5_culture_us_lang_english,22
0.0,degree_centrality,0.24489795918367346,sequential_gpt-4.1-nano_n5_culture_us_lang_english,46
0.0,degree_centrality,0.4081632653061224,sequential_gpt-4.1-nano_n5_culture_us_lang_english,14
0.0,degree_centrality,0.22448979591836732,sequential_gpt-4.1-nano_n5_culture_us_lang_english,5
0.0,degree_centrality,0.2857142857142857,sequential_gpt-4.1-nano_n5_culture_us_lang_english,34
0.0,degree_centrality,0.4081632653061224,sequential_gpt-4.1-nano_n5_culture_us_lang_english,13
0.0,degree_centrality,0.02040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_english,31
0.0,degree_centrality,0.061224489795918366,sequential_gpt-4.1-nano_n5_culture_us_lang_english,9
0.0,degree_centrality,0.08163265306122448,sequential_gpt-4.1-nano_n5_culture_us_lang_english,39
0.0,degree_centrality,0.08163265306122448,sequential_gpt-4.1-nano_n5_culture_us_lang_english,19
0.0,degree_centrality,0.12244897959183673,sequential_gpt-4.1-nano_n5_culture_us_lang_english,21
0.0,degree_centrality,0.12244897959183673,sequential_gpt-4.1-nano_n5_culture_us_lang_english,15
0.0,degree_centrality,0.2857142857142857,sequential_gpt-4.1-nano_n5_culture_us_lang_english,26
0.0,degree_centrality,0.2040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_english,41
0.0,degree_centrality,0.12244897959183673,sequential_gpt-4.1-nano_n5_culture_us_lang_english,47
0.0,degree_centrality,0.04081632653061224,sequential_gpt-4.1-nano_n5_culture_us_lang_english,8
0.0,degree_centrality,0.32653061224489793,sequential_gpt-4.1-nano_n5_culture_us_lang_english,35
0.0,degree_centrality,0.18367346938775508,sequential_gpt-4.1-nano_n5_culture_us_lang_english,12
0.0,degree_centrality,0.12244897959183673,sequential_gpt-4.1-nano_n5_culture_us_lang_english,23
0.0,degree_centrality,0.08163265306122448,sequential_gpt-4.1-nano_n5_culture_us_lang_english,17
0.0,degree_centrality,0.3061224489795918,sequential_gpt-4.1-nano_n5_culture_us_lang_english,7
0.0,degree_centrality,0.2040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_english,45
0.0,degree_centrality,0.18367346938775508,sequential_gpt-4.1-nano_n5_culture_us_lang_english,44
0.0,degree_centrality,0.02040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_english,10
0.0,degree_centrality,0.1020408163265306,sequential_gpt-4.1-nano_n5_culture_us_lang_english,49
0.0,degree_centrality,0.08163265306122448,sequential_gpt-4.1-nano_n5_culture_us_lang_english,2
0.0,degree_centrality,0.02040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_english,27
0.0,degree_centrality,0.08163265306122448,sequential_gpt-4.1-nano_n5_culture_us_lang_english,38
0.0,degree_centrality,0.02040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_english,33
0.0,degree_centrality,0.14285714285714285,sequential_gpt-4.1-nano_n5_culture_us_lang_english,30
0.0,degree_centrality,0.04081632653061224,sequential_gpt-4.1-nano_n5_culture_us_lang_english,1
0.0,degree_centrality,0.04081632653061224,sequential_gpt-4.1-nano_n5_culture_us_lang_english,18
0.0,degree_centrality,0.061224489795918366,sequential_gpt-4.1-nano_n5_culture_us_lang_english,24
0.0,degree_centrality,0.08163265306122448,sequential_gpt-4.1-nano_n5_culture_us_lang_english,40
0.0,degree_centrality,0.04081632653061224,sequential_gpt-4.1-nano_n5_culture_us_lang_english,3
0.0,degree_centrality,0.061224489795918366,sequential_gpt-4.1-nano_n5_culture_us_lang_english,29
0.0,degree_centrality,0.061224489795918366,sequential_gpt-4.1-nano_n5_culture_us_lang_english,43
0.0,degree_centrality,0.02040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_english,20
0.0,degree_centrality,0.02040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_english,25
0.0,degree_centrality,0.02040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_english,0
0.0,betweenness_centrality,0.01185531256044,sequential_gpt-4.1-nano_n5_culture_us_lang_english,28
0.0,betweenness_centrality,0.004841119910574415,sequential_gpt-4.1-nano_n5_culture_us_lang_english,4
0.0,betweenness_centrality,0.010829609482820766,sequential_gpt-4.1-nano_n5_culture_us_lang_english,32
0.0,betweenness_centrality,0.05438324713110714,sequential_gpt-4.1-nano_n5_culture_us_lang_english,42
0.0,betweenness_centrality,0.0746477727365716,sequential_gpt-4.1-nano_n5_culture_us_lang_english,37
0.0,betweenness_centrality,0.25183002996280573,sequential_gpt-4.1-nano_n5_culture_us_lang_english,11
0.0,betweenness_centrality,0.1563377303829735,sequential_gpt-4.1-nano_n5_culture_us_lang_english,16
0.0,betweenness_centrality,0.014161996673316418,sequential_gpt-4.1-nano_n5_culture_us_lang_english,48
0.0,betweenness_centrality,0.005204258137931608,sequential_gpt-4.1-nano_n5_culture_us_lang_english,6
0.0,betweenness_centrality,0.00764260089927857,sequential_gpt-4.1-nano_n5_culture_us_lang_english,36
0.0,betweenness_centrality,0.03631531344879241,sequential_gpt-4.1-nano_n5_culture_us_lang_english,22
0.0,betweenness_centrality,0.006256475700503311,sequential_gpt-4.1-nano_n5_culture_us_lang_english,46
0.0,betweenness_centrality,0.13387875990708728,sequential_gpt-4.1-nano_n5_culture_us_lang_english,14
0.0,betweenness_centrality,0.018091202237360705,sequential_gpt-4.1-nano_n5_culture_us_lang_english,5
0.0,betweenness_centrality,0.014233757967458346,sequential_gpt-4.1-nano_n5_culture_us_lang_english,34
0.0,betweenness_centrality,0.05888738283876811,sequential_gpt-4.1-nano_n5_culture_us_lang_english,13
0.0,betweenness_centrality,0.0,sequential_gpt-4.1-nano_n5_culture_us_lang_english,31
0.0,betweenness_centrality,0.00015943877551020407,sequential_gpt-4.1-nano_n5_culture_us_lang_english,9
0.0,betweenness_centrality,0.0,sequential_gpt-4.1-nano_n5_culture_us_lang_english,39
0.0,betweenness_centrality,0.00017264481550195834,sequential_gpt-4.1-nano_n5_culture_us_lang_english,19
0.0,betweenness_centrality,0.00017264481550195834,sequential_gpt-4.1-nano_n5_culture_us_lang_english,21
0.0,betweenness_centrality,0.0012981184537306986,sequential_gpt-4.1-nano_n5_culture_us_lang_english,15
0.0,betweenness_centrality,0.016130363066784753,sequential_gpt-4.1-nano_n5_culture_us_lang_english,26
0.0,betweenness_centrality,0.011553869612998438,sequential_gpt-4.1-nano_n5_culture_us_lang_english,41
0.0,betweenness_centrality,0.003992110303363252,sequential_gpt-4.1-nano_n5_culture_us_lang_english,47
0.0,betweenness_centrality,0.00017442874585731728,sequential_gpt-4.1-nano_n5_culture_us_lang_english,8
0.0,betweenness_centrality,0.054438645977718504,sequential_gpt-4.1-nano_n5_culture_us_lang_english,35
0.0,betweenness_centrality,0.16416558521607064,sequential_gpt-4.1-nano_n5_culture_us_lang_english,12
0.0,betweenness_centrality,0.0006128461485604343,sequential_gpt-4.1-nano_n5_culture_us_lang_english,23
0.0,betweenness_centrality,0.0011202541361372135,sequential_gpt-4.1-nano_n5_culture_us_lang_english,17
0.0,betweenness_centrality,0.03578951932932675,sequential_gpt-4.1-nano_n5_culture_us_lang_english,7
0.0,betweenness_centrality,0.004161198366353255,sequential_gpt-4.1-nano_n5_culture_us_lang_english,45
0.0,betweenness_centrality,0.0026029644014337883,sequential_gpt-4.1-nano_n5_culture_us_lang_english,44
0.0,betweenness_centrality,0.0,sequential_gpt-4.1-nano_n5_culture_us_lang_english,10
0.0,betweenness_centrality,0.009842393651732605,sequential_gpt-4.1-nano_n5_culture_us_lang_english,49
0.0,betweenness_centrality,0.0009276437847866418,sequential_gpt-4.1-nano_n5_culture_us_lang_english,2
0.0,betweenness_centrality,0.0,sequential_gpt-4.1-nano_n5_culture_us_lang_english,27
0.0,betweenness_centrality,0.004260136594320267,sequential_gpt-4.1-nano_n5_culture_us_lang_english,38
0.0,betweenness_centrality,0.0,sequential_gpt-4.1-nano_n5_culture_us_lang_english,33
0.0,betweenness_centrality,0.004388942078069451,sequential_gpt-4.1-nano_n5_culture_us_lang_english,30
0.0,betweenness_centrality,0.0,sequential_gpt-4.1-nano_n5_culture_us_lang_english,1
0.0,betweenness_centrality,0.00037141293298928766,sequential_gpt-4.1-nano_n5_culture_us_lang_english,18
0.0,betweenness_centrality,0.0,sequential_gpt-4.1-nano_n5_culture_us_lang_english,24
0.0,betweenness_centrality,0.0042074964906597566,sequential_gpt-4.1-nano_n5_culture_us_lang_english,40
0.0,betweenness_centrality,0.0,sequential_gpt-4.1-nano_n5_culture_us_lang_english,3
0.0,betweenness_centrality,0.0008111974948709641,sequential_gpt-4.1-nano_n5_culture_us_lang_english,29
0.0,betweenness_centrality,0.0003720238095238095,sequential_gpt-4.1-nano_n5_culture_us_lang_english,43
0.0,betweenness_centrality,0.0,sequential_gpt-4.1-nano_n5_culture_us_lang_english,20
0.0,betweenness_centrality,0.0,sequential_gpt-4.1-nano_n5_culture_us_lang_english,25
0.0,betweenness_centrality,0.0,sequential_gpt-4.1-nano_n5_culture_us_lang_english,0
0.0,closeness_centrality,0.5444444444444444,sequential_gpt-4.1-nano_n5_culture_us_lang_english,28
0.0,closeness_centrality,0.5051546391752577,sequential_gpt-4.1-nano_n5_culture_us_lang_english,4
0.0,closeness_centrality,0.5212765957446809,sequential_gpt-4.1-nano_n5_culture_us_lang_english,32
0.0,closeness_centrality,0.5632183908045977,sequential_gpt-4.1-nano_n5_culture_us_lang_english,42
0.0,closeness_centrality,0.6049382716049383,sequential_gpt-4.1-nano_n5_culture_us_lang_english,37
0.0,closeness_centrality,0.7,sequential_gpt-4.1-nano_n5_culture_us_lang_english,11
0.0,closeness_centrality,0.5697674418604651,sequential_gpt-4.1-nano_n5_culture_us_lang_english,16
0.0,closeness_centrality,0.5157894736842106,sequential_gpt-4.1-nano_n5_culture_us_lang_english,48
0.0,closeness_centrality,0.49,sequential_gpt-4.1-nano_n5_culture_us_lang_english,6
0.0,closeness_centrality,0.5,sequential_gpt-4.1-nano_n5_culture_us_lang_english,36
0.0,closeness_centrality,0.5903614457831325,sequential_gpt-4.1-nano_n5_culture_us_lang_english,22
0.0,closeness_centrality,0.5268817204301075,sequential_gpt-4.1-nano_n5_culture_us_lang_english,46
0.0,closeness_centrality,0.6282051282051282,sequential_gpt-4.1-nano_n5_culture_us_lang_english,14
0.0,closeness_centrality,0.5157894736842106,sequential_gpt-4.1-nano_n5_culture_us_lang_english,5
0.0,closeness_centrality,0.5104166666666666,sequential_gpt-4.1-nano_n5_culture_us_lang_english,34
0.0,closeness_centrality,0.5975609756097561,sequential_gpt-4.1-nano_n5_culture_us_lang_english,13
0.0,closeness_centrality,0.4152542372881356,sequential_gpt-4.1-nano_n5_culture_us_lang_english,31
0.0,closeness_centrality,0.46226415094339623,sequential_gpt-4.1-nano_n5_culture_us_lang_english,9
0.0,closeness_centrality,0.44954128440366975,sequential_gpt-4.1-nano_n5_culture_us_lang_english,39
0.0,closeness_centrality,0.44144144144144143,sequential_gpt-4.1-nano_n5_culture_us_lang_english,19
0.0,closeness_centrality,0.4666666666666667,sequential_gpt-4.1-nano_n5_culture_us_lang_english,21
0.0,closeness_centrality,0.46226415094339623,sequential_gpt-4.1-nano_n5_culture_us_lang_english,15
0.0,closeness_centrality,0.5568181818181818,sequential_gpt-4.1-nano_n5_culture_us_lang_english,26
0.0,closeness_centrality,0.5212765957446809,sequential_gpt-4.1-nano_n5_culture_us_lang_english,41
0.0,closeness_centrality,0.494949494949495,sequential_gpt-4.1-nano_n5_culture_us_lang_english,47
0.0,closeness_centrality,0.4224137931034483,sequential_gpt-4.1-nano_n5_culture_us_lang_english,8
0.0,closeness_centrality,0.5697674418604651,sequential_gpt-4.1-nano_n5_culture_us_lang_english,35
0.0,closeness_centrality,0.5051546391752577,sequential_gpt-4.1-nano_n5_culture_us_lang_english,12
0.0,closeness_centrality,0.47115384615384615,sequential_gpt-4.1-nano_n5_culture_us_lang_english,23
0.0,closeness_centrality,0.49,sequential_gpt-4.1-nano_n5_culture_us_lang_english,17
0.0,closeness_centrality,0.5632183908045977,sequential_gpt-4.1-nano_n5_culture_us_lang_english,7
0.0,closeness_centrality,0.5157894736842106,sequential_gpt-4.1-nano_n5_culture_us_lang_english,45
0.0,closeness_centrality,0.5051546391752577,sequential_gpt-4.1-nano_n5_culture_us_lang_english,44
0.0,closeness_centrality,0.33793103448275863,sequential_gpt-4.1-nano_n5_culture_us_lang_english,10
0.0,closeness_centrality,0.45794392523364486,sequential_gpt-4.1-nano_n5_culture_us_lang_english,49
0.0,closeness_centrality,0.4224137931034483,sequential_gpt-4.1-nano_n5_culture_us_lang_english,2
0.0,closeness_centrality,0.33793103448275863,sequential_gpt-4.1-nano_n5_culture_us_lang_english,27
0.0,closeness_centrality,0.44954128440366975,sequential_gpt-4.1-nano_n5_culture_us_lang_english,38
0.0,closeness_centrality,0.3656716417910448,sequential_gpt-4.1-nano_n5_culture_us_lang_english,33
