graph_nr,demo,_metric_value,save_name,metric_name
0.0,gender,1.2229617304492513,sequential_gpt-4.1-mini_n5_culture_india,same_ratio
0.0,age,1.3736661240730694,sequential_gpt-4.1-mini_n5_culture_india,same_ratio
0.0,race/ethnicity,1.3672867513611615,sequential_gpt-4.1-mini_n5_culture_india,same_ratio
0.0,religion,1.5033527327935223,sequential_gpt-4.1-mini_n5_culture_india,same_ratio
0.0,political affiliation,1.9739031438830021,sequential_gpt-4.1-mini_n5_culture_india,same_ratio
0.0,gender,0.7852564102564102,sequential_gpt-4.1-mini_n5_culture_india,cross_ratio
0.0,age,0.7611305722395887,sequential_gpt-4.1-mini_n5_culture_india,cross_ratio
0.0,race/ethnicity,0.6697266421868625,sequential_gpt-4.1-mini_n5_culture_india,cross_ratio
0.0,religion,0.7411684340641468,sequential_gpt-4.1-mini_n5_culture_india,cross_ratio
0.0,political affiliation,0.061993927125506075,sequential_gpt-4.1-mini_n5_culture_india,cross_ratio
1.0,gender,1.2264164246030627,sequential_gpt-4.1-mini_n5_culture_india,same_ratio
1.0,age,1.2842914555303164,sequential_gpt-4.1-mini_n5_culture_india,same_ratio
1.0,race/ethnicity,1.4229617182933956,sequential_gpt-4.1-mini_n5_culture_india,same_ratio
1.0,religion,1.1978487614080835,sequential_gpt-4.1-mini_n5_culture_india,same_ratio
1.0,political affiliation,2.020996079979695,sequential_gpt-4.1-mini_n5_culture_india,same_ratio
1.0,gender,0.7819290525858322,sequential_gpt-4.1-mini_n5_culture_india,cross_ratio
1.0,age,0.8438032911043447,sequential_gpt-4.1-mini_n5_culture_india,cross_ratio
1.0,race/ethnicity,0.6196623308369466,sequential_gpt-4.1-mini_n5_culture_india,cross_ratio
1.0,religion,0.8982631832561647,sequential_gpt-4.1-mini_n5_culture_india,cross_ratio
1.0,political affiliation,0.016636788352890047,sequential_gpt-4.1-mini_n5_culture_india,cross_ratio
