graph_nr,demo,_metric_value,save_name,metric_name
0.0,gender,0.9723854737516983,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,same_ratio
0.0,age,1.0620605945962986,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,same_ratio
0.0,race/ethnicity,1.0754112622587788,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,same_ratio
0.0,religion,0.9455495765702188,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,same_ratio
0.0,political affiliation,1.1593826802424094,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,same_ratio
0.0,gender,1.0265966831333804,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,cross_ratio
0.0,age,0.9133101459362305,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,cross_ratio
0.0,race/ethnicity,0.9321883223099353,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,cross_ratio
0.0,religion,1.0279992288588244,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,cross_ratio
0.0,political affiliation,0.8464920018819102,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,cross_ratio
1.0,gender,1.0815307820299502,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,same_ratio
1.0,age,1.1512027491408936,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,same_ratio
1.0,race/ethnicity,1.0258620689655171,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,same_ratio
1.0,religion,0.829326923076923,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,same_ratio
1.0,political affiliation,1.0815307820299502,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,same_ratio
1.0,gender,0.921474358974359,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,cross_ratio
1.0,age,0.9342062769736649,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,cross_ratio
1.0,race/ethnicity,0.9767441860465116,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,cross_ratio
1.0,religion,1.087762669962917,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,cross_ratio
1.0,political affiliation,0.921474358974359,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,cross_ratio
