graph_nr,metric_name,_metric_value,save_name,node
0.0,density,0.17795918367346938,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
0.0,avg_clustering_coef,0.38819415948827724,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
0.0,prop_nodes_lcc,1.0,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
0.0,radius,0.5112444372706629,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
0.0,diameter,1.0224888745413259,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
0.0,avg_shortest_path,0.5045669589063114,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
0.0,modularity,0.18632690850938477,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
1.0,density,0.2,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
1.0,avg_clustering_coef,0.506866826277043,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
1.0,prop_nodes_lcc,1.0,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
1.0,radius,0.5112444372706629,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
1.0,diameter,1.0224888745413259,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
1.0,avg_shortest_path,0.49475941255867006,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
1.0,modularity,0.18461474385672638,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,
0.0,degree_centrality,0.2040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,28
0.0,degree_centrality,0.26530612244897955,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,22
0.0,degree_centrality,0.7551020408163265,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,12
0.0,degree_centrality,0.3469387755102041,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,7
0.0,degree_centrality,0.1020408163265306,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,29
0.0,degree_centrality,0.42857142857142855,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,37
0.0,degree_centrality,0.22448979591836732,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,4
0.0,degree_centrality,0.3469387755102041,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,16
0.0,degree_centrality,0.3469387755102041,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,2
0.0,degree_centrality,0.2040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,26
0.0,degree_centrality,0.14285714285714285,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,48
0.0,degree_centrality,0.18367346938775508,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,11
0.0,degree_centrality,0.26530612244897955,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,5
0.0,degree_centrality,0.44897959183673464,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,13
0.0,degree_centrality,0.3469387755102041,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,42
0.0,degree_centrality,0.32653061224489793,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,8
0.0,degree_centrality,0.18367346938775508,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,44
0.0,degree_centrality,0.08163265306122448,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,10
0.0,degree_centrality,0.1020408163265306,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,20
0.0,degree_centrality,0.16326530612244897,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,41
0.0,degree_centrality,0.36734693877551017,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,14
0.0,degree_centrality,0.08163265306122448,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,34
0.0,degree_centrality,0.061224489795918366,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,9
0.0,degree_centrality,0.2040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,32
0.0,degree_centrality,0.061224489795918366,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,39
0.0,degree_centrality,0.16326530612244897,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,15
0.0,degree_centrality,0.1020408163265306,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,47
0.0,degree_centrality,0.32653061224489793,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,35
0.0,degree_centrality,0.16326530612244897,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,23
0.0,degree_centrality,0.02040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,27
0.0,degree_centrality,0.02040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,38
0.0,degree_centrality,0.02040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,31
0.0,degree_centrality,0.1020408163265306,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,30
0.0,degree_centrality,0.04081632653061224,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,18
0.0,degree_centrality,0.16326530612244897,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,46
0.0,degree_centrality,0.02040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,3
0.0,degree_centrality,0.02040816326530612,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,33
0.0,degree_centrality,0.26530612244897955,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,1
0.0,degree_centrality,0.12244897959183673,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,0
0.0,degree_centrality,0.061224489795918366,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,49
0.0,degree_centrality,0.04081632653061224,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,25
0.0,degree_centrality,0.18367346938775508,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,6
0.0,degree_centrality,0.12244897959183673,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,17
0.0,degree_centrality,0.08163265306122448,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,40
0.0,degree_centrality,0.061224489795918366,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,43
0.0,degree_centrality,0.061224489795918366,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,24
0.0,degree_centrality,0.061224489795918366,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,45
0.0,degree_centrality,0.22448979591836732,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,36
0.0,degree_centrality,0.12244897959183673,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,21
0.0,degree_centrality,0.08163265306122448,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,19
0.0,betweenness_centrality,0.01001374605026592,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,28
0.0,betweenness_centrality,0.03172075609467615,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,22
0.0,betweenness_centrality,0.3692605356461116,sequential_gpt-4.1-nano_n5_culture_us_lang_japanese,12
