graph_nr,demo,_metric_value,save_name,metric_name
0.0,gender,1.4587615412221462,global_gpt-4.1_culture_japan,same_ratio
0.0,age,2.0635401927093864,global_gpt-4.1_culture_japan,same_ratio
0.0,race/ethnicity,1.5529918864097363,global_gpt-4.1_culture_japan,same_ratio
0.0,religion,1.6167043740573153,global_gpt-4.1_culture_japan,same_ratio
0.0,political affiliation,1.958337411503703,global_gpt-4.1_culture_japan,same_ratio
0.0,gender,0.5581479386626446,global_gpt-4.1_culture_japan,cross_ratio
0.0,age,0.44145135227397675,global_gpt-4.1_culture_japan,cross_ratio
0.0,race/ethnicity,0.5027359781121751,global_gpt-4.1_culture_japan,cross_ratio
0.0,religion,0.6828813107443225,global_gpt-4.1_culture_japan,cross_ratio
0.0,political affiliation,0.07698592257415787,global_gpt-4.1_culture_japan,cross_ratio
1.0,gender,1.4424676820683477,global_gpt-4.1_culture_japan,same_ratio
1.0,age,2.655300026434047,global_gpt-4.1_culture_japan,same_ratio
1.0,race/ethnicity,1.6246684350132627,global_gpt-4.1_culture_japan,same_ratio
1.0,religion,1.9027366863905326,global_gpt-4.1_culture_japan,same_ratio
1.0,political affiliation,1.9441955714834251,global_gpt-4.1_culture_japan,same_ratio
1.0,gender,0.5738412228796844,global_gpt-4.1_culture_japan,cross_ratio
1.0,age,0.40225342315709595,global_gpt-4.1_culture_japan,cross_ratio
1.0,race/ethnicity,0.4382826475849732,global_gpt-4.1_culture_japan,cross_ratio
1.0,religion,0.5357991822763145,global_gpt-4.1_culture_japan,cross_ratio
1.0,political affiliation,0.09060650887573965,global_gpt-4.1_culture_japan,cross_ratio
